fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.796,0.621,0.051,2.294,0.08,6.057,18.319,0.997,3.289,0.628,9.305,5
10.308,0.594,0.418,2.804,0.09,34.948,72.948,0.999,3.281,0.701,9.529,6
10.027,0.49,0.198,11.0,0.071,13.049,50.519,1.002,3.156,0.691,9.178,6
10.016,0.49,0.199,10.996,0.071,13.04,49.363,1.002,3.159,0.692,9.204,6
11.596,0.531,0.661,3.645,0.122,6.096,13.689,0.998,3.048,0.741,11.5,7
10.279,0.438,0.502,4.492,0.107,5.046,13.289,0.998,3.281,0.826,11.495,5
13.396,0.269,0.622,2.583,0.082,6.117,20.981,1.0,3.158,0.668,9.685,6
10.688,0.464,0.392,2.002,0.061,6.96,15.532,0.998,3.181,0.622,9.495,5
10.189,0.358,0.638,2.908,0.121,9.964,40.88,0.998,3.229,0.658,12.488,6
10.232,0.356,0.638,2.907,0.122,9.971,41.24,0.998,3.228,0.659,12.516,6
8.024,0.579,0.274,3.224,0.065,21.009,114.077,0.997,3.218,0.539,9.408,6
8.415,0.56,0.081,2.087,0.106,16.339,43.74,0.996,3.128,0.521,10.998,5
7.906,0.652,0.009,2.498,0.078,16.942,37.799,0.996,3.342,0.74,11.697,7
11.872,0.698,0.53,3.386,0.128,6.829,20.994,0.999,3.168,0.838,12.217,7
8.898,0.433,0.448,1.918,0.052,5.938,15.488,0.995,3.348,0.7,12.494,6
7.819,0.432,0.324,2.792,0.08,29.003,57.808,0.997,3.312,0.642,10.294,5
12.394,0.489,0.578,3.011,0.103,28.107,98.875,1.001,3.162,1.001,11.525,6
12.494,0.281,0.542,2.3,0.082,12.03,29.6,1.0,3.112,1.358,9.804,7
12.19,0.339,0.505,2.397,0.065,10.062,20.683,1.0,3.122,1.18,9.209,6
10.606,0.416,0.48,2.719,0.065,5.013,17.885,0.997,3.209,0.874,11.31,6
10.895,0.392,0.47,1.812,0.118,6.054,13.878,0.998,3.298,0.747,9.791,6
10.9,0.392,0.472,1.79,0.118,6.127,13.807,0.998,3.3,0.748,9.787,6
11.892,0.568,0.5,2.595,0.082,5.987,32.347,1.001,3.122,0.782,10.689,6
7.008,0.689,-0.001,1.892,0.068,39.892,63.026,0.998,3.598,0.811,9.892,5
6.604,0.817,0.018,2.713,0.072,17.008,34.156,0.996,3.582,0.89,12.298,7
13.808,0.49,0.668,3.022,0.093,6.104,14.984,0.999,3.017,0.929,12.003,6
9.599,0.557,0.311,2.783,0.088,15.071,46.126,0.998,3.112,0.922,9.988,6
9.078,0.785,-0.001,2.6,0.093,10.983,28.04,0.999,3.359,0.862,9.416,6
10.687,0.669,0.219,2.722,0.106,17.044,34.381,1.0,3.282,0.98,9.9,6
9.092,0.797,-0.002,2.594,0.096,10.878,26.075,0.999,3.35,0.831,9.391,6
7.675,0.664,-0.002,2.401,0.089,7.984,19.568,0.997,3.272,0.729,9.298,5
13.485,0.53,0.793,4.806,0.12,23.114,77.108,1.002,3.18,0.768,12.997,5
6.089,0.21,0.399,1.381,0.066,40.409,165.386,0.991,3.25,0.588,11.895,6
6.719,0.749,0.011,2.393,0.078,17.132,32.561,0.996,3.548,0.609,12.809,6
11.52,0.412,0.52,3.005,0.08,29.055,54.682,1.0,3.259,0.879,10.997,5
10.494,0.419,0.66,2.936,0.116,12.031,28.95,0.997,3.243,0.749,11.7,7
11.933,0.429,0.663,3.086,0.108,10.004,22.945,1.0,3.148,0.851,10.406,7
12.573,0.38,0.66,2.6,0.088,10.025,41.695,1.001,3.169,0.678,9.794,6
8.226,0.7,0.231,1.992,0.099,13.887,81.056,0.997,3.192,0.699,9.385,5
8.609,0.45,0.307,2.587,0.087,21.254,50.049,0.998,3.372,0.908,9.873,6
11.897,0.578,0.659,2.5,0.072,5.959,36.786,0.999,3.049,0.558,9.987,5
12.492,0.46,0.63,1.99,0.071,5.952,15.117,0.999,2.99,0.869,10.186,5
12.793,0.618,0.663,5.806,0.084,6.938,42.164,1.002,3.07,0.734,10.009,7
10.017,0.422,0.501,3.417,0.108,6.94,20.41,0.998,3.259,0.931,11.785,6
12.788,0.616,0.658,5.815,0.083,6.8,42.037,1.002,3.07,0.729,10.007,7
10.394,0.573,0.608,2.597,0.076,11.124,23.664,1.0,3.16,0.689,8.999,5
10.311,0.341,0.521,2.816,0.159,15.203,74.73,1.0,3.179,0.642,9.421,5
9.407,0.271,0.529,2.401,0.074,5.928,18.338,0.996,3.199,1.13,11.986,7
6.882,0.762,0.019,2.301,0.062,34.874,62.653,0.998,3.571,0.777,9.899,5
7.918,0.242,0.401,1.596,0.056,11.051,24.979,0.997,3.321,0.869,8.697,6
9.11,0.285,0.48,1.805,0.067,26.104,45.527,0.997,3.321,1.037,10.586,6
7.402,0.55,0.218,2.196,0.106,12.203,72.347,0.996,3.051,0.63,9.188,5
14.009,0.411,0.631,3.799,0.089,6.105,47.569,1.001,3.01,0.81,10.78,6
11.52,0.539,0.707,4.42,0.124,5.95,14.568,0.998,3.008,0.832,11.804,7
11.53,0.45,0.5,2.984,0.078,18.942,47.323,1.0,3.26,1.111,10.994,6
9.39,0.27,0.53,2.369,0.075,6.082,17.481,0.996,3.201,1.13,11.996,7
11.374,0.622,0.658,6.192,0.088,5.904,24.786,0.999,3.114,0.986,13.285,6
8.283,0.419,0.382,2.496,0.094,24.001,60.03,0.998,3.307,0.699,10.798,6
8.305,0.26,0.421,2.0,0.079,11.157,26.835,0.997,3.208,0.803,9.406,6
13.701,0.412,0.678,2.886,0.087,16.882,42.624,1.001,3.061,0.796,9.996,6
8.306,0.259,0.423,1.982,0.08,10.922,26.959,0.997,3.211,0.8,9.4,6
8.288,0.261,0.42,2.007,0.08,10.988,27.462,0.997,3.212,0.799,9.402,6
7.705,0.51,0.282,2.096,0.087,23.252,53.995,0.998,3.42,0.74,9.216,5
7.43,0.632,0.069,2.385,0.089,11.107,36.867,0.998,3.432,0.76,9.712,6
7.778,0.54,0.257,2.005,0.088,22.942,47.491,0.998,3.412,0.74,9.198,6
8.298,0.658,0.151,1.886,0.078,16.896,41.689,0.997,3.31,0.54,9.61,6
7.802,0.46,0.262,1.922,0.088,22.826,53.128,0.998,3.429,0.741,9.216,6
9.618,0.382,0.308,2.525,0.096,15.932,49.126,0.998,3.191,0.7,9.988,7
5.596,0.848,0.054,1.408,0.045,12.034,88.445,0.992,3.561,0.818,12.901,8
13.674,0.414,0.683,2.88,0.084,16.995,43.436,1.001,3.06,0.799,10.01,6
9.523,0.369,0.52,2.01,0.082,6.204,26.023,0.998,3.18,0.51,9.488,5
8.418,0.664,0.608,1.995,0.112,12.848,94.866,0.997,3.16,0.541,9.116,5
12.687,0.599,0.652,2.294,0.063,6.145,25.051,1.0,3.028,0.569,9.884,5
12.044,0.367,0.76,4.176,0.067,7.013,37.618,1.0,3.218,0.597,13.019,7
6.61,0.738,0.02,7.91,0.122,68.167,124.058,0.999,3.47,0.527,9.899,5
11.516,0.592,0.592,2.615,0.086,13.037,48.872,0.999,3.176,0.652,10.988,6
11.484,0.589,0.588,2.592,0.087,13.103,48.838,0.999,3.179,0.65,10.999,6
8.729,0.761,0.219,2.31,0.064,9.178,42.275,0.996,3.1,0.552,9.403,5
6.578,0.736,0.02,7.909,0.122,67.887,124.239,0.999,3.471,0.532,9.906,5
7.685,0.262,0.3,1.682,0.059,19.911,37.782,0.995,3.29,0.471,10.796,6
12.2,0.481,0.541,2.586,0.085,18.828,64.537,1.0,3.096,0.608,10.501,6
11.423,0.6,0.491,2.726,0.085,10.016,40.701,0.999,3.149,0.633,10.497,6
7.703,0.689,0.046,2.675,0.075,14.926,26.912,0.997,3.26,0.612,9.12,5
8.657,0.311,0.46,1.412,0.06,11.174,25.586,0.997,3.359,0.761,10.103,6
9.792,0.44,0.47,2.475,0.063,8.972,28.63,0.998,3.238,0.646,10.795,6
11.988,0.391,0.66,2.972,0.094,12.012,29.316,1.0,3.182,0.631,10.803,7
10.386,0.342,0.582,3.696,0.174,6.013,16.585,0.997,3.189,0.702,11.298,6
12.506,0.461,0.489,4.489,0.071,25.977,49.498,0.998,3.05,0.57,9.609,4
8.979,0.428,0.339,2.516,0.08,26.19,86.373,0.999,3.38,0.622,9.499,6
9.101,0.449,0.352,2.4,0.08,23.041,78.412,0.999,3.378,0.623,9.5,5
7.105,0.734,0.158,1.898,0.1,15.15,77.439,0.997,3.269,0.64,9.301,5
9.891,0.401,0.531,6.693,0.097,6.215,18.638,0.999,3.27,0.821,11.692,7
8.783,0.521,0.339,2.683,0.087,23.801,121.973,0.998,3.26,0.61,9.48,5
8.582,0.725,0.232,6.595,0.117,30.956,133.965,1.001,3.319,1.071,9.286,5
10.59,0.481,0.643,2.193,0.111,6.161,20.271,0.997,3.261,0.661,11.676,6
7.034,0.581,0.116,1.894,0.092,34.096,124.15,0.996,3.441,0.482,10.495,5
11.907,0.379,0.512,1.996,0.121,6.842,19.986,1.0,3.242,0.761,10.403,6
6.794,0.769,0.003,1.806,0.066,33.936,52.149,0.998,3.621,0.677,9.879,5
9.513,0.562,0.328,2.406,0.089,34.963,66.973,0.997,3.278,0.731,11.794,7
6.602,0.837,0.029,2.298,0.059,32.08,48.382,0.995,3.519,0.558,12.317,7
7.708,0.962,0.201,2.01,0.046,14.889,59.255,0.996,3.36,0.44,10.914,5
10.512,0.24,0.472,2.09,0.066,5.749,23.728,0.998,3.149,0.902,10.992,7
7.665,0.961,0.202,1.985,0.047,14.934,60.149,0.996,3.362,0.442,10.885,5
6.611,0.838,0.029,2.304,0.058,31.971,47.718,0.995,3.521,0.561,12.29,7
6.387,0.671,0.078,2.091,0.045,19.01,48.083,0.995,3.488,0.486,11.397,6
9.489,0.782,0.218,1.895,0.077,6.127,31.31,0.999,3.264,0.561,10.593,6
9.099,0.52,0.33,1.318,0.07,9.189,30.186,0.998,3.242,0.6,9.29,5
12.788,0.839,0.63,2.393,0.088,13.139,35.046,1.0,3.1,0.599,10.423,6
10.506,0.241,0.468,2.098,0.066,5.879,23.663,0.998,3.152,0.901,10.997,7
7.814,0.55,0.348,2.22,0.074,21.1,65.708,0.997,3.251,0.561,9.179,5
11.899,0.369,0.693,2.31,0.078,11.894,24.016,0.996,2.999,0.648,12.793,6
12.281,0.392,0.633,2.306,0.091,6.086,17.85,1.0,3.16,0.491,9.494,5
10.39,0.409,0.549,3.214,0.076,22.217,53.839,1.0,3.151,0.89,9.891,6
12.32,0.392,0.632,2.294,0.091,5.929,17.92,1.0,3.16,0.49,9.512,5
7.982,0.669,0.3,1.984,0.059,37.967,62.33,0.996,3.259,0.558,10.186,6
11.102,0.455,0.733,3.201,0.066,6.014,21.062,0.999,3.171,0.656,11.203,6
10.402,0.41,0.551,3.198,0.075,21.979,53.986,1.0,3.148,0.892,9.904,6
7.013,0.618,0.182,1.505,0.062,6.913,50.11,0.995,3.08,0.601,9.301,5
12.597,0.312,0.722,2.194,0.073,6.049,29.238,0.999,2.881,0.818,9.795,8
11.904,0.399,0.649,2.149,0.068,7.01,27.254,0.999,3.062,0.68,11.306,6
15.601,0.687,0.762,3.707,0.1,6.02,43.003,1.003,2.952,0.681,11.194,7
10.028,0.44,0.489,2.716,0.077,10.901,18.972,0.996,3.228,0.629,11.588,7
5.268,0.572,0.014,1.699,0.054,5.208,27.105,0.993,3.568,0.842,12.492,7
9.483,0.736,0.101,2.089,0.079,6.037,31.071,0.999,3.229,0.562,10.106,6
12.535,0.382,0.6,2.604,0.081,31.065,71.442,1.0,3.098,0.732,10.487,5
9.299,0.479,0.29,2.101,0.128,6.006,16.168,0.997,3.218,0.72,11.211,5
8.61,0.529,0.218,2.01,0.1,7.053,26.788,0.997,3.2,0.562,10.213,6
11.891,0.394,0.689,2.805,0.095,16.976,35.253,0.999,3.098,0.607,10.811,6
11.896,0.391,0.692,2.815,0.094,16.969,35.092,0.999,3.1,0.61,10.783,6
8.378,0.367,0.531,1.81,0.413,8.894,26.043,0.998,3.062,1.059,9.09,6
6.788,0.562,0.027,1.704,0.084,17.886,34.49,0.997,3.439,0.631,10.0,6
10.411,0.329,0.629,2.788,0.084,4.818,21.988,1.0,3.257,0.739,11.189,7
6.996,0.23,0.4,1.637,0.063,21.002,66.689,0.995,3.5,0.629,11.095,5
11.286,0.62,0.669,5.214,0.086,6.154,19.018,0.999,3.218,0.688,13.41,8
8.931,0.592,0.386,2.301,0.094,4.958,22.068,0.999,3.369,0.579,10.31,5
9.192,0.629,0.213,2.728,0.096,29.192,64.483,0.999,3.278,0.581,9.586,5
10.398,0.33,0.632,2.806,0.084,5.009,22.203,1.0,3.258,0.741,11.177,7
11.583,0.579,0.662,2.188,0.074,9.836,46.678,1.001,3.253,0.571,9.0,3
9.209,0.434,0.521,2.287,0.083,13.824,23.111,0.998,3.35,0.611,11.293,6
8.276,0.615,0.221,2.599,0.087,5.991,19.198,0.998,3.26,0.608,9.302,5
11.003,0.261,0.68,2.557,0.086,10.104,24.4,0.997,3.179,0.612,11.797,5
8.093,0.658,0.7,2.199,0.097,25.072,129.4,0.997,3.08,0.531,9.011,5
11.484,0.314,0.537,2.096,0.084,5.178,14.64,0.999,2.979,0.698,9.212,6
10.016,0.291,0.401,2.873,0.098,9.99,25.944,1.001,3.482,0.911,9.699,5
10.268,0.5,0.422,2.006,0.069,21.11,50.885,0.998,3.158,0.721,11.513,6
8.802,0.461,0.452,2.569,0.064,6.952,17.46,0.995,3.319,0.789,14.002,6
11.407,0.358,0.69,2.083,0.09,5.915,21.115,1.0,3.17,0.618,9.215,6
8.695,0.821,0.019,1.193,0.07,35.821,48.267,0.995,3.199,0.578,9.806,5
13.009,0.322,0.65,2.584,0.093,14.934,47.502,1.0,3.051,0.608,10.595,5
9.623,0.538,0.423,2.383,0.08,25.053,53.067,0.997,3.2,0.712,11.398,6
12.516,0.37,0.551,2.6,0.082,25.018,68.414,1.0,3.148,0.823,10.413,6
9.861,0.35,0.546,2.099,0.062,4.965,14.197,0.997,3.262,0.788,10.618,5
10.494,0.281,0.51,1.707,0.079,9.973,24.105,0.998,3.2,0.89,9.404,6
9.576,0.679,0.238,2.189,0.088,5.094,27.76,0.999,3.139,0.601,10.212,5
9.292,0.27,0.41,2.009,0.091,5.951,15.586,0.998,3.28,0.702,9.7,5
10.411,0.239,0.489,1.831,0.074,5.89,19.704,0.998,3.179,1.063,11.002,6
9.57,0.679,0.24,2.21,0.086,5.068,27.748,0.999,3.143,0.601,10.175,5
9.394,0.685,0.11,2.702,0.078,5.853,31.1,0.998,3.19,0.698,10.113,6
10.597,0.28,0.391,15.497,0.069,6.25,23.163,1.003,3.12,0.662,9.211,5
9.384,0.299,0.559,2.819,0.081,6.026,16.525,0.996,3.15,0.919,11.68,8
10.626,0.362,0.589,2.213,0.152,6.018,17.434,0.999,3.041,1.052,9.396,5
10.593,0.361,0.602,2.218,0.152,6.837,18.061,0.999,3.039,1.06,9.388,5
10.566,0.442,0.68,4.134,0.114,5.876,23.927,0.997,3.06,0.658,13.416,6
10.197,0.668,0.39,1.931,0.054,6.124,17.068,0.998,3.168,0.47,10.006,5
10.223,0.669,0.388,1.917,0.054,6.2,17.274,0.998,3.171,0.469,9.991,5
10.215,0.646,0.362,1.782,0.053,5.156,13.827,0.998,3.17,0.42,9.992,6
11.598,0.317,0.552,2.803,0.081,35.007,66.931,1.0,3.318,0.919,10.792,7
9.282,0.389,0.398,2.606,0.073,9.982,26.305,0.998,3.339,0.751,10.199,6
9.335,0.774,0.27,2.802,0.078,23.817,55.428,0.998,3.309,0.672,10.592,6
9.199,0.407,0.498,2.508,0.055,11.811,24.995,0.995,3.34,0.791,13.305,7
8.877,0.4,0.51,2.598,0.052,12.658,26.518,0.995,3.321,0.899,13.408,7
8.692,0.688,0.309,3.024,0.085,23.054,80.474,1.0,3.478,0.738,11.61,6
6.502,0.388,0.231,8.296,0.052,28.062,90.905,0.995,3.441,0.549,12.094,6
10.695,0.35,0.526,2.597,0.07,5.035,15.608,0.997,3.153,0.649,10.993,8
7.815,0.524,0.248,1.904,0.081,13.894,37.713,0.998,3.429,0.647,8.986,6
7.204,0.337,0.321,2.511,0.09,42.9,113.554,0.997,3.32,0.79,11.096,5
10.729,0.348,0.53,2.603,0.07,4.805,16.214,0.997,3.149,0.65,11.0,8
8.686,0.688,0.311,2.979,0.085,22.883,80.429,1.0,3.478,0.738,11.585,6
7.781,0.519,0.248,1.905,0.081,13.884,37.956,0.998,3.43,0.651,9.0,6
10.4,0.438,0.729,6.526,0.075,38.046,76.086,0.999,3.171,0.85,12.001,7
10.372,0.443,0.731,6.542,0.074,38.084,75.165,0.999,3.168,0.849,11.989,7
10.505,0.26,0.466,1.893,0.077,5.996,23.797,0.998,3.18,1.042,10.896,7
10.508,0.239,0.421,1.795,0.077,6.176,22.104,0.998,3.21,1.05,10.8,7
10.185,0.49,0.63,2.908,0.072,9.796,25.97,0.997,3.157,0.778,12.482,7
10.396,0.245,0.459,1.787,0.075,6.065,20.196,0.998,3.248,1.023,10.796,7
11.19,0.671,0.549,2.289,0.084,5.915,12.596,1.0,3.167,0.708,9.486,6
9.958,0.589,0.308,2.202,0.09,26.008,61.869,0.999,3.181,0.629,10.188,6
13.302,0.291,0.749,2.811,0.085,23.115,42.984,0.999,3.04,0.678,11.393,7
12.424,0.419,0.489,4.634,0.073,18.982,43.331,0.998,3.017,0.611,9.504,5
9.988,0.591,0.314,2.202,0.091,25.958,62.484,0.999,3.18,0.632,10.211,6
10.702,0.4,0.483,2.132,0.125,14.98,48.758,0.998,3.027,0.81,9.703,6
10.486,0.509,0.637,2.382,0.108,6.094,14.841,0.997,3.089,0.66,11.822,7
10.493,0.511,0.637,2.402,0.107,6.011,15.022,0.997,3.092,0.662,11.813,7
8.485,0.657,0.491,6.119,0.122,34.018,151.477,1.001,3.309,1.142,9.296,5
12.52,0.598,0.488,4.285,0.1,5.076,13.771,1.001,3.251,0.742,11.892,6
10.41,0.611,0.49,2.125,0.2,4.838,15.429,0.999,3.16,0.63,8.404,3
10.87,0.21,0.49,2.797,0.088,11.009,31.845,0.997,3.218,0.683,11.712,6
7.307,0.364,0.487,2.5,0.088,39.07,105.896,0.997,3.361,0.777,10.987,5
9.795,0.252,0.486,2.68,0.088,14.92,32.8,0.998,3.42,0.897,10.006,6
7.603,0.408,0.489,2.02,0.088,16.038,42.779,0.998,3.482,0.637,9.104,5
8.24,0.39,0.49,2.299,0.098,47.035,132.683,0.998,3.382,0.992,9.773,5
9.28,0.4,0.488,2.498,0.086,38.066,141.693,0.998,3.219,0.548,9.413,5
9.175,0.43,0.489,2.393,0.086,23.158,116.199,0.998,3.229,0.64,9.488,5
10.404,0.639,0.24,2.794,0.105,28.76,52.748,1.0,3.24,0.668,9.89,5
7.28,0.365,0.49,2.502,0.088,38.849,105.723,0.997,3.361,0.782,11.009,5
7.003,0.381,0.49,2.497,0.096,32.996,85.066,0.996,3.392,0.769,11.396,6
8.203,0.417,0.49,2.591,0.084,32.028,55.744,0.999,3.338,0.749,8.706,6
9.892,0.629,0.241,2.387,0.077,5.977,32.933,0.997,3.091,0.57,9.392,5
9.088,0.222,0.236,2.094,0.078,0.902,27.599,0.999,3.409,0.869,10.304,6
11.898,0.381,0.49,2.703,0.098,11.963,41.566,1.0,3.161,0.611,10.293,5
11.899,0.382,0.486,2.73,0.098,12.013,41.594,1.0,3.16,0.606,10.31,5
10.282,0.268,0.24,2.093,0.073,15.101,32.156,0.996,3.219,0.659,12.799,6
9.997,0.48,0.24,2.699,0.101,13.122,31.225,1.0,3.277,0.559,9.998,6
9.106,0.221,0.241,2.115,0.078,1.076,28.034,0.999,3.409,0.868,10.297,6
9.895,0.631,0.241,2.415,0.077,5.928,33.206,0.997,3.09,0.57,9.388,5
8.075,0.826,0.241,2.084,0.084,4.886,12.845,0.997,3.368,0.769,10.7,6
12.883,0.35,0.489,5.795,0.066,4.926,34.349,1.001,3.199,0.659,11.977,7
11.194,0.501,0.738,5.165,0.1,5.002,17.209,1.0,3.219,0.62,11.193,5
9.219,0.589,0.24,3.326,0.102,19.934,47.52,0.999,3.259,0.671,9.596,5
9.507,0.461,0.491,6.301,0.064,4.992,16.732,0.999,3.21,0.729,11.008,6
9.291,0.716,0.236,2.072,0.07,4.905,19.427,0.997,3.118,0.587,9.91,5
11.192,0.658,0.236,2.516,0.085,15.924,52.74,0.999,3.059,0.718,10.999,6
14.289,0.313,0.74,1.779,0.076,5.924,14.934,1.001,2.859,0.789,8.394,6
9.1,0.47,0.491,2.59,0.094,37.793,105.699,0.998,3.08,0.59,9.1,5
7.498,0.551,0.238,2.012,0.078,10.092,28.287,0.998,3.45,0.781,9.512,6
10.625,0.309,0.491,2.488,0.067,6.019,20.643,0.999,3.26,0.861,10.699,6
12.386,0.348,0.496,2.608,0.079,26.95,69.554,0.999,3.121,0.753,10.391,6
9.001,0.531,0.491,1.895,0.171,6.171,25.267,0.998,3.27,0.607,9.411,6
6.813,0.51,0.011,2.092,0.074,9.037,25.37,0.996,3.33,0.556,9.486,6
9.419,0.43,0.239,2.792,0.092,14.058,44.862,0.998,3.191,0.731,10.017,6
9.508,0.459,0.239,2.676,0.092,14.234,44.237,0.998,3.119,0.742,10.001,6
5.045,1.041,0.241,1.599,0.051,32.023,96.128,0.993,3.739,0.62,11.506,5
15.502,0.644,0.491,4.185,0.095,10.167,23.157,1.003,2.92,0.741,11.109,5
15.504,0.644,0.493,4.204,0.095,9.922,22.707,1.003,2.919,0.74,11.081,5
10.911,0.531,0.49,4.601,0.118,10.036,16.981,1.0,3.07,0.561,11.701,6
15.636,0.643,0.487,4.217,0.094,10.187,22.68,1.003,2.92,0.738,11.11,5
10.918,0.53,0.492,4.61,0.118,9.954,16.834,1.0,3.07,0.564,11.697,6
13.006,0.468,0.486,4.315,0.086,5.979,46.895,1.002,3.3,0.681,12.683,6
12.713,0.603,0.49,2.786,0.076,4.862,18.897,0.999,3.137,0.571,11.398,5
8.99,0.439,0.487,2.398,0.079,25.968,121.019,0.998,3.23,0.577,9.209,5
9.012,0.539,0.489,2.896,0.094,40.888,109.955,0.998,3.083,0.613,9.189,5
7.615,0.29,0.488,2.706,0.092,24.866,60.018,0.997,3.31,0.607,10.072,6
12.994,0.47,0.486,4.288,0.084,5.972,46.646,1.002,3.301,0.678,12.697,6
12.723,0.601,0.49,2.771,0.075,4.884,19.072,0.999,3.142,0.573,11.398,5
8.704,0.7,0.24,2.503,0.226,4.833,14.959,0.999,3.321,0.6,8.997,6
8.664,0.703,0.239,2.495,0.226,4.943,14.664,0.999,3.319,0.603,8.997,6
9.816,0.498,0.494,2.592,0.25,4.875,19.806,0.999,3.311,0.788,10.694,6
6.189,0.36,0.243,2.216,0.095,18.916,41.844,0.995,3.569,0.568,11.678,6
11.53,0.349,0.492,3.274,0.07,10.186,36.91,1.0,3.32,0.913,11.007,6
6.22,0.359,0.239,2.201,0.094,19.204,41.473,0.995,3.566,0.568,11.704,6
10.204,0.238,0.492,2.416,0.074,10.035,28.481,0.998,3.14,0.608,10.388,5
10.494,0.59,0.491,2.103,0.071,14.182,46.969,0.999,3.297,0.559,9.598,4
10.608,0.339,0.489,3.184,0.078,19.837,78.126,0.999,3.189,0.703,9.991,6
12.309,0.27,0.487,3.105,0.079,28.023,45.853,0.999,3.202,0.797,10.198,6
9.877,0.501,0.239,2.295,0.103,6.024,14.054,0.998,3.343,0.521,9.994,4
8.772,0.44,0.491,2.813,0.083,17.894,110.918,0.998,3.301,0.602,9.487,5
8.792,0.468,0.49,2.893,0.084,16.921,110.063,0.998,3.291,0.599,9.809,5
10.58,0.309,0.489,2.201,0.063,18.148,40.519,0.998,3.14,0.511,9.812,6
12.304,0.499,0.492,2.181,0.088,5.124,13.416,1.0,3.189,0.439,9.62,5
12.281,0.498,0.492,2.206,0.089,5.006,14.032,1.0,3.189,0.44,9.59,5
11.728,0.49,0.489,2.194,0.083,5.017,15.404,1.0,3.191,0.432,9.195,5
11.999,0.28,0.49,1.901,0.074,10.068,21.537,0.998,2.979,0.66,9.89,7
11.806,0.328,0.491,3.382,0.093,54.174,79.885,1.0,3.298,0.764,10.692,7
7.607,0.509,0.243,2.401,0.091,7.953,37.82,0.998,3.47,0.663,9.604,6
11.13,0.31,0.487,2.702,0.095,16.0,46.939,0.999,3.12,1.019,10.597,7
7.264,0.73,0.243,1.904,0.108,17.929,101.753,0.997,3.26,0.591,9.31,5
4.98,0.417,0.241,1.993,0.06,18.902,49.709,0.992,3.718,0.741,13.994,8
10.192,0.29,0.488,2.602,0.059,5.183,12.934,0.998,3.049,0.74,10.498,7
9.0,0.452,0.492,2.624,0.083,20.782,75.115,0.999,3.351,0.57,9.703,5
6.598,0.387,0.487,1.721,0.07,22.883,148.964,0.992,3.118,0.5,11.49,6
9.007,0.453,0.492,2.617,0.084,21.193,75.21,0.999,3.35,0.572,9.72,5
9.892,0.489,0.58,3.487,0.095,8.807,43.118,1.0,3.292,0.583,8.999,5
7.883,0.719,0.169,2.624,0.096,20.115,38.138,0.998,3.402,0.531,9.495,5
8.89,0.597,0.41,7.896,0.086,29.932,109.119,1.0,3.271,0.569,9.296,5
12.38,0.402,0.511,2.008,0.06,5.992,23.695,0.999,3.041,0.6,9.278,6
11.892,0.578,0.579,1.881,0.071,5.101,17.84,0.998,3.091,0.63,10.01,6
8.518,0.583,0.182,2.084,0.078,4.833,29.442,0.997,3.2,0.482,9.803,6
12.733,0.591,0.449,2.293,0.082,11.14,22.659,1.0,3.0,0.698,9.288,6
8.186,0.913,0.27,2.096,0.088,6.855,22.654,0.996,3.259,0.469,9.998,4
13.198,0.46,0.517,2.24,0.071,12.06,35.275,1.001,3.1,0.56,8.983,6
7.668,0.834,-0.002,2.596,0.081,6.078,13.925,0.998,3.301,0.522,9.289,5
13.212,0.462,0.522,2.203,0.07,12.109,34.835,1.001,3.099,0.562,9.007,6
8.268,0.578,0.13,2.888,0.096,14.189,63.265,0.998,3.171,0.624,9.102,6
8.308,0.6,0.13,2.617,0.085,5.9,24.162,0.998,3.311,0.59,9.188,6
9.416,0.412,0.48,4.6,0.072,10.159,19.812,0.997,3.338,0.788,12.213,7
8.835,0.48,0.409,3.305,0.092,26.074,52.17,0.998,3.31,0.526,10.497,6
10.122,0.653,0.367,5.077,0.111,11.075,65.173,1.003,3.322,0.64,10.393,6
6.289,0.359,0.188,3.193,0.075,15.062,38.96,0.996,3.559,0.522,12.678,6
8.797,0.241,0.54,2.507,0.083,24.983,56.796,0.998,3.388,0.54,9.188,5
13.218,0.381,0.551,2.684,0.081,5.103,15.896,1.001,2.979,0.537,9.39,5
7.547,0.64,-0.004,2.427,0.078,17.814,29.226,0.996,3.321,0.596,10.002,6
8.221,0.39,0.385,1.507,0.058,10.156,28.566,0.996,3.26,0.741,9.794,5
9.222,0.754,0.182,2.195,0.148,10.061,102.544,0.997,2.868,1.362,10.194,6
9.598,0.6,0.502,2.316,0.079,27.896,70.798,1.0,3.501,0.571,9.708,5
9.558,0.598,0.5,2.307,0.079,28.206,70.593,1.0,3.498,0.567,9.676,5
11.487,0.308,0.511,2.208,0.079,13.882,28.3,0.998,3.028,0.933,9.808,6
11.375,0.461,0.501,2.689,0.123,4.122,16.932,1.001,3.132,0.7,10.196,5
11.323,0.369,0.412,2.282,0.088,5.737,15.233,0.999,3.092,0.797,9.3,5
8.308,0.539,0.241,3.404,0.076,16.038,111.757,0.998,3.272,0.606,9.407,5
8.176,0.562,0.23,3.372,0.078,14.033,103.418,0.998,3.279,0.621,9.41,5
10.015,0.582,0.218,1.899,0.08,8.992,31.712,0.997,3.129,0.549,9.5,5
7.895,0.508,0.254,2.906,0.077,20.801,44.291,0.997,3.494,0.957,12.095,6
